INDEX,org_dataA, org_dataB 
28948, 120, 119 
28949, 121, 144 
28950, 151, 171 
28951, 173, 174 
28952, 174, 179 
28953, 182, 180 
28954, 181, 182 
28955, 178, 179 
28956, 173, 174 
28957, 167, 166 
28958, 170, 171 
28959, 165, 174 
28960, 166, 172 
28961, 173, 175 
28962, 175, 174 
28963, 172, 167 
28964, 166, 163 
28965, 162, 166 
28966, 157, 167 
28967, 162, 169 
28968, 155, 164 
28969, 163, 167 
28970, 157, 165 
28971, 160, 164 
28972, 154, 160 
28973, 159, 165 
28974, 155, 163 
28975, 160, 166 
28976, 155, 168 
28977, 161, 151 
28978, 158, 139 
28979, 138, 168 
28980, 148, 181 
28981, 186, 187 
28982, 192, 198 
28983, 190, 192 
28984, 189, 180 
28985, 183, 173 
28986, 173, 176 
28987, 177, 180 
28988, 179, 170 
28989, 177, 179 
28990, 169, 177 
28991, 181, 176 
28992, 183, 178 
28993, 180, 185 
28994, 176, 180 
28995, 184, 175 
28996, 177, 167 
28997, 167, 167 
28998, 167, 175 
28999, 166, 170 
29000, 172, 170 
29001, 182, 173 
29002, 179, 159 
29003, 157, 159 
29004, 144, 171 
29005, 160, 175 
29006, 176, 173 
29007, 172, 162 
29008, 163, 154 
29009, 151, 155 
29010, 157, 166 
29011, 161, 161 
29012, 151, 127 
29013, 127, 101 
29014, 105, 117 
29015, 121, 106 
29016, 115, 89 
29017, 103, 98 
29018, 100, 127 
29019, 107, 108 
29020, 106, 66 
29021, 76, 70 
29022, 76, 60 
29023, 71, 54 
29024, 54, 50 
29025, 55, 40 
29026, 57, 38 
29027, 45, 39 
29028, 38, 42 
29029, 40, 44 
29030, 40, 56 
29031, 46, 80 
29032, 57, 68 
29033, 67, 47 
29034, 62, 42 
29035, 64, 44 
29036, 83, 71 
29037, 119, 98 
29038, 132, 75 
29039, 131, 78 
29040, 124, 96 
29041, 102, 115 
29042, 83, 141 
29043, 96, 125 
29044, 64, 94 
29045, 37, 56 
29046, 31, 42 
29047, 31, 77 
29048, 36, 129 
29049, 59, 140 
29050, 112, 110 
29051, 141, 107 
29052, 126, 148 
29053, 113, 179 
29054, 138, 177 
29055, 175, 170 
29056, 182, 174 
29057, 172, 176 
29058, 169, 178 
29059, 173, 180 
29060, 179, 186 
29061, 183, 194 
29062, 182, 199 
29063, 195, 199 
29064, 198, 197 
29065, 200, 174 
29066, 199, 111 
29067, 177, 85 
29068, 112, 97 
29069, 83, 108 
29070, 94, 114 
29071, 102, 115 
29072, 107, 116 
29073, 111, 119 
29074, 114, 122 
29075, 116, 121 
29076, 118, 120 
29077, 117, 120 
29078, 119, 122 
29079, 116, 118 
29080, 112, 117 
29081, 110, 118 
29082, 110, 118 
29083, 110, 118 
29084, 109, 116 
29085, 108, 117 
29086, 110, 117 
29087, 112, 117 
29088, 112, 117 
29089, 110, 115 
29090, 110, 116 
29091, 114, 117 
29092, 114, 119 
29093, 115, 121 
29094, 116, 123 
29095, 116, 121 
29096, 114, 118 
29097, 113, 118 
29098, 112, 116 
29099, 110, 115 
29100, 107, 113 
29101, 102, 110 
29102, 99, 108 
29103, 96, 103 
29104, 92, 101 
29105, 90, 95 
29106, 81, 94 
29107, 80, 88 
29108, 74, 80 
29109, 72, 74 
29110, 68, 76 
29111, 63, 71 
29112, 58, 63 
29113, 56, 58 
29114, 54, 57 
29115, 55, 55 
29116, 60, 55 
29117, 65, 54 
29118, 64, 55 
29119, 61, 58 
29120, 64, 59 
29121, 64, 58 
29122, 59, 53 
29123, 59, 53 
29124, 60, 55 
29125, 58, 56 
29126, 60, 58 
29127, 61, 61 
29128, 70, 67 
29129, 71, 77 
29130, 70, 81 
29131, 67, 89 
29132, 72, 94 
29133, 77, 101 
29134, 81, 108 
29135, 84, 114 
29136, 89, 118 
29137, 97, 118 
29138, 102, 115 
29139, 107, 110 
29140, 103, 108 
29141, 110, 99 
29142, 106, 108 
29143, 101, 121 
29144, 113, 125 
29145, 122, 124 
29146, 124, 123 
29147, 125, 124 
29148, 125, 125 
29149, 125, 128 
29150, 126, 129 
29151, 128, 130 
29152, 129, 128 
29153, 130, 126 
29154, 128, 122 
29155, 126, 116 
29156, 124, 106 
29157, 123, 91 
29158, 121, 70 
29159, 110, 50 
29160, 88, 46 
29161, 60, 52 
29162, 43, 71 
29163, 43, 88 
29164, 55, 105 
29165, 76, 120 
29166, 96, 126 
29167, 113, 127 
29168, 124, 126 
29169, 125, 128 
29170, 125, 128 
29171, 125, 131 
29172, 127, 130 
29173, 126, 128 
29174, 128, 127 
29175, 129, 127 
29176, 130, 129 
29177, 129, 129 
29178, 128, 130 
29179, 130, 131 
29180, 132, 130 
29181, 132, 129 
29182, 129, 130 
29184, 134, 132 
29185, 134, 130 
29186, 134, 130 
29187, 134, 131 
29188, 132, 130 
29189, 130, 131 
29190, 130, 131 
29191, 130, 131 
29192, 132, 131 
29193, 132, 130 
29194, 130, 129 
29195, 128, 127 
29196, 127, 127 
29197, 125, 125 
29198, 125, 126 
29199, 126, 125 
29200, 126, 122 
29201, 123, 121 
29202, 121, 120 
29203, 120, 120 
29204, 120, 118 
29205, 119, 141 
29206, 144, 172 
29207, 171, 179 
29208, 174, 176 
29209, 179, 178 
29210, 180, 179 
29211, 182, 177 
29212, 179, 170 
29213, 174, 167 
29214, 166, 172 
29215, 171, 171 
29216, 174, 173 
29217, 172, 176 
29218, 175, 175 
29219, 174, 172 
29220, 167, 165 
29221, 163, 173 
29222, 166, 172 
29223, 167, 175 
29224, 169, 170 
29225, 164, 170 
29226, 167, 170 
29227, 165, 166 
29228, 164, 164 
29229, 160, 171 
29230, 165, 168 
29231, 163, 172 
29232, 166, 157 
29233, 168, 138 
29234, 151, 161 
29235, 139, 179 
29236, 168, 179 
29237, 181, 187 
29238, 187, 190 
29239, 198, 189 
29240, 192, 184 
29241, 180, 178 
29242, 173, 178 
29243, 176, 168 
29244, 180, 178 
29245, 170, 187 
29246, 179, 179 
29247, 177, 173 
29248, 176, 175 
29249, 178, 186 
29250, 185, 187 
29251, 180, 174 
29252, 175, 170 
29253, 167, 168 
29254, 167, 177 
29255, 175, 179 
29256, 170, 165 
29257, 170, 156 
29258, 173, 160 
29259, 159, 177 
29260, 159, 175 
29261, 171, 169 
29262, 175, 169 
29263, 173, 163 
29264, 162, 160 
29265, 154, 158 
29266, 155, 153 
29267, 166, 159 
29268, 161, 135 
29269, 127, 99 
29270, 101, 109 
29271, 117, 98 
29272, 106, 79 
29273, 89, 109 
29274, 98, 130 
29275, 127, 91 
29276, 108, 58 
29277, 66, 57 
29278, 70, 51 
29279, 60, 48 
29280, 54, 46 
29281, 50, 46 
29282, 40, 45 
29283, 38, 54 
29284, 39, 66 
29285, 42, 69 
29286, 44, 66 
29287, 56, 54 
29288, 80, 46 
29289, 68, 47 
29290, 47, 47 
29291, 42, 46 
29292, 44, 55 
29293, 71, 87 
29294, 98, 54 
29295, 75, 39 
29296, 78, 41 
29297, 96, 51 
29298, 115, 73 
29299, 141, 75 
29300, 125, 101 
29301, 94, 102 
29302, 56, 95 
29303, 42, 126 
29304, 77, 126 
29305, 129, 105 
29306, 140, 114 
29307, 110, 156 
29308, 107, 182 
29309, 148, 173 
29310, 179, 169 
29311, 177, 173 
29312, 170, 179 
29313, 174, 182 
29314, 176, 184 
29315, 178, 188 
29316, 180, 198 
29317, 186, 201 
29318, 194, 198 
29319, 199, 195 
29320, 199, 172 
29321, 197, 115 
29322, 174, 96 
29323, 111, 103 
29324, 85, 112 
29325, 97, 114 
29326, 108, 119 
29327, 114, 122 
29328, 115, 122 
29329, 116, 123 
29330, 119, 124 
29331, 122, 124 
29332, 121, 126 
29333, 120, 123 
29334, 120, 125 
29335, 122, 126 
29336, 118, 123 
29337, 117, 125 
29338, 118, 126 
29339, 118, 122 
29340, 118, 120 
29341, 116, 122 
29342, 117, 124 
29343, 117, 124 
29344, 117, 122 
29345, 117, 120 
29346, 115, 122 
29347, 116, 122 
29348, 117, 121 
29349, 119, 124 
29350, 121, 125 
29351, 123, 124 
29352, 121, 122 
29353, 118, 123 
29354, 118, 123 
29355, 116, 120 
29356, 115, 120 
29357, 113, 117 
29358, 110, 118 
29359, 108, 115 
29360, 103, 112 
29361, 101, 108 
29362, 95, 104 
29363, 94, 101 
29364, 88, 93 
29365, 80, 84 
29366, 74, 81 
29367, 76, 78 
29368, 71, 70 
29369, 63, 71 
29370, 58, 74 
29371, 57, 71 
29372, 55, 66 
29373, 55, 62 
29374, 54, 61 
29375, 55, 58 
29376, 58, 54 
29377, 59, 52 
29378, 58, 49 
29379, 53, 52 
29380, 53, 56 
29381, 55, 55 
29382, 56, 57 
29383, 58, 56 
29384, 61, 59 
29385, 67, 62 
29386, 77, 67 
29387, 81, 81 
29388, 89, 95 
29389, 94, 103 
29390, 101, 109 
29391, 108, 116 
29392, 114, 117 
29393, 118, 118 
29394, 118, 117 
29395, 115, 112 
29396, 110, 101 
29397, 108, 107 
29398, 99, 120 
29399, 108, 123 
29400, 121, 124 
29401, 125, 122 
29402, 124, 121 
29403, 123, 124 
29404, 124, 125 
29405, 125, 125 
29406, 128, 126 
29407, 129, 124 
29408, 130, 116 
29409, 128, 109 
29410, 126, 99 
29411, 122, 83 
29412, 116, 65 
29413, 106, 57 
29414, 91, 54 
29415, 70, 62 
29416, 50, 74 
29417, 46, 86 
29418, 52, 98 
29419, 71, 112 
29420, 88, 125 
29421, 105, 130 
29422, 120, 130 
29423, 126, 129 
29424, 127, 129 
29425, 126, 130 
29426, 128, 131 
29427, 128, 131 
29428, 131, 130 
29429, 130, 128 
29430, 128, 129 
29431, 127, 128 
29432, 127, 129 
29433, 129, 131 
29434, 129, 133 
29435, 130, 132 
29436, 131, 131 
29437, 130, 130 
29438, 129, 133 
29440, 132, 133 
29441, 132, 131 
29442, 130, 130 
29443, 130, 128 
29444, 131, 129 
29445, 130, 129 
29446, 131, 129 
29447, 131, 129 
29448, 131, 129 
29449, 131, 128 
29450, 130, 128 
29451, 129, 128 
29452, 127, 127 
29453, 127, 124 
29454, 125, 125 
29455, 126, 126 
29456, 125, 123 
29457, 122, 122 
29458, 121, 120 
29459, 120, 120 
29460, 120, 118 
29461, 118, 136 
29462, 141, 176 
29463, 172, 181 
29464, 179, 180 
29465, 176, 179 
29466, 178, 176 
29467, 179, 176 
29468, 177, 170 
29469, 170, 174 
29470, 167, 176 
29471, 172, 173 
29472, 171, 177 
29473, 173, 176 
29474, 176, 173 
29475, 175, 170 
29476, 172, 172 
29477, 165, 174 
29478, 173, 180 
29479, 172, 178 
29480, 175, 182 
29481, 170, 175 
29482, 170, 178 
29483, 170, 169 
29484, 166, 177 
29485, 164, 174 
29486, 171, 179 
29487, 168, 164 
29488, 172, 139 
29489, 157, 153 
29490, 138, 188 
29491, 161, 191 
29492, 179, 187 
29493, 179, 188 
29494, 187, 188 
29495, 190, 184 
29496, 189, 190 
29497, 184, 190 
29498, 178, 176 
29499, 178, 167 
29500, 168, 181 
29501, 178, 185 
29502, 187, 181 
29503, 179, 177 
29504, 173, 183 
29505, 175, 177 
29506, 186, 178 
29507, 187, 179 
29508, 174, 175 
29509, 170, 180 
29510, 168, 168 
29511, 177, 171 
29512, 179, 167 
29513, 165, 156 
29514, 156, 174 
29515, 160, 180 
29516, 177, 176 
29517, 175, 166 
29518, 169, 167 
29519, 169, 171 
29520, 163, 165 
29521, 160, 161 
29522, 158, 155 
29523, 153, 159 
29524, 159, 144 
29525, 135, 108 
29526, 99, 101 
29527, 109, 94 
29528, 98, 74 
29529, 79, 107 
29530, 109, 116 
29531, 130, 81 
29532, 91, 59 
29533, 58, 56 
29534, 57, 53 
29535, 51, 55 
29536, 48, 50 
29537, 46, 53 
29538, 46, 69 
29539, 45, 83 
29540, 54, 91 
29541, 66, 91 
29542, 69, 73 
29543, 66, 53 
29544, 54, 49 
29545, 46, 48 
29546, 47, 49 
29547, 47, 49 
29548, 46, 50 
29549, 55, 85 
29550, 87, 61 
29551, 54, 39 
29552, 39, 37 
29553, 41, 32 
29554, 51, 30 
29555, 73, 33 
29556, 75, 63 
29557, 101, 123 
29558, 102, 131 
29559, 95, 105 
29560, 126, 98 
29561, 126, 126 
29562, 105, 167 
29563, 114, 175 
29564, 156, 168 
29565, 182, 170 
29566, 173, 178 
29567, 169, 185 
29568, 173, 190 
29569, 179, 193 
29570, 182, 198 
29571, 184, 202 
29572, 188, 202 
29573, 198, 199 
29574, 201, 197 
29575, 198, 174 
29576, 195, 116 
29577, 172, 103 
29578, 115, 113 
29579, 96, 119 
29580, 103, 121 
29581, 112, 122 
29582, 114, 124 
29583, 119, 126 
29584, 122, 127 
29585, 122, 127 
29586, 123, 126 
29587, 124, 125 
29588, 124, 129 
29589, 126, 130 
29590, 123, 128 
29591, 125, 129 
29592, 126, 129 
29593, 123, 128 
29594, 125, 125 
29595, 126, 127 
29596, 122, 126 
29597, 120, 126 
29598, 122, 126 
29599, 124, 127 
29600, 124, 123 
29601, 122, 123 
29602, 120, 125 
29603, 122, 125 
29604, 122, 124 
29605, 121, 125 
29606, 124, 126 
29607, 125, 126 
29608, 124, 126 
29609, 122, 126 
29610, 123, 126 
29611, 123, 125 
29612, 120, 125 
29613, 120, 123 
29614, 117, 122 
29615, 118, 121 
29616, 115, 117 
29617, 112, 115 
29618, 108, 111 
29619, 104, 108 
29620, 101, 103 
29621, 93, 96 
29622, 84, 89 
29623, 81, 84 
29624, 78, 72 
29625, 70, 65 
29626, 71, 65 
29627, 74, 71 
29628, 71, 72 
29629, 66, 72 
29630, 62, 73 
29631, 61, 70 
29632, 58, 62 
29633, 54, 54 
29634, 52, 49 
29635, 49, 51 
29636, 52, 52 
29637, 56, 53 
29638, 55, 53 
29639, 57, 53 
29640, 56, 56 
29641, 59, 56 
29642, 62, 55 
29643, 67, 57 
29644, 81, 66 
29645, 95, 77 
29646, 103, 86 
29647, 109, 97 
29648, 116, 101 
29649, 117, 105 
29650, 118, 103 
29651, 117, 102 
29652, 112, 102 
29653, 101, 112 
29654, 107, 117 
29655, 120, 117 
29656, 123, 118 
29657, 124, 117 
29658, 122, 111 
29659, 121, 111 
29660, 124, 109 
29661, 125, 105 
29662, 125, 97 
29663, 126, 91 
29664, 124, 80 
29665, 116, 69 
29666, 109, 60 
29667, 99, 56 
29668, 83, 60 
29669, 65, 67 
29670, 57, 76 
29671, 54, 87 
29672, 62, 98 
29673, 74, 109 
29674, 86, 120 
29675, 98, 128 
29676, 112, 131 
29677, 125, 130 
29678, 130, 131 
29679, 130, 132 
29680, 129, 132 
29681, 129, 132 
29682, 130, 133 
29683, 131, 131 
29684, 131, 132 
29685, 130, 131 
29686, 128, 130 
29687, 129, 127 
29688, 128, 129 
29689, 129, 131 
29690, 131, 132 
29691, 133, 133 
29692, 132, 133 
29693, 131, 132 
29694, 130, 133 
29696, 133, 132 
29697, 133, 131 
29698, 131, 128 
29699, 130, 128 
29700, 128, 129 
29701, 129, 129 
29702, 129, 130 
29703, 129, 129 
29704, 129, 128 
29705, 129, 128 
29706, 128, 128 
29707, 128, 128 
29708, 128, 127 
29709, 127, 127 
29710, 124, 124 
29711, 125, 125 
29712, 126, 123 
29713, 123, 121 
29714, 122, 120 
29715, 120, 120 
29716, 120, 120 
29717, 118, 135 
29718, 136, 175 
29719, 176, 186 
29720, 181, 181 
29721, 180, 171 
29722, 179, 175 
29723, 176, 178 
29724, 176, 177 
29725, 170, 180 
29726, 174, 181 
29727, 176, 178 
29728, 173, 180 
29729, 177, 178 
29730, 176, 179 
29731, 173, 175 
29732, 170, 180 
29733, 172, 181 
29734, 174, 183 
29735, 180, 186 
29736, 178, 186 
29737, 182, 186 
29738, 175, 182 
29739, 178, 179 
29740, 169, 181 
29741, 177, 177 
29742, 174, 167 
29743, 179, 144 
29744, 164, 142 
29745, 139, 184 
29746, 153, 196 
29747, 188, 195 
29748, 191, 196 
29749, 187, 191 
29750, 188, 183 
29751, 188, 186 
29752, 184, 192 
29753, 190, 191 
29754, 190, 173 
29755, 176, 175 
29756, 167, 181 
29757, 181, 179 
29758, 185, 180 
29759, 181, 185 
29760, 177, 185 
29761, 183, 176 
29762, 177, 173 
29763, 178, 178 
29764, 179, 187 
29765, 175, 184 
29766, 180, 179 
29767, 168, 159 
29768, 171, 154 
29769, 167, 163 
29770, 156, 176 
29771, 174, 178 
29772, 180, 173 
29773, 176, 166 
29774, 166, 164 
29775, 167, 171 
29776, 171, 176 
29777, 165, 162 
29778, 161, 155 
29779, 155, 153 
29780, 159, 151 
29781, 144, 129 
29782, 108, 90 
29783, 101, 86 
29784, 94, 70 
29785, 74, 89 
29786, 107, 88 
29787, 116, 65 
29788, 81, 58 
29789, 59, 60 
29790, 56, 51 
29791, 53, 49 
29792, 55, 56 
29793, 50, 84 
29794, 53, 98 
29795, 69, 88 
29796, 83, 77 
29797, 91, 74 
29798, 91, 70 
29799, 73, 55 
29800, 53, 50 
29801, 49, 47 
29802, 48, 47 
29803, 49, 50 
29804, 49, 47 
29805, 50, 56 
29806, 85, 49 
29807, 61, 37 
29808, 39, 35 
29809, 37, 32 
29810, 32, 35 
29811, 30, 69 
29812, 33, 126 
29813, 63, 147 
29814, 123, 118 
29815, 131, 103 
29816, 105, 141 
29817, 98, 180 
29818, 126, 178 
29819, 167, 171 
29820, 175, 174 
29821, 168, 180 
29822, 170, 189 
29823, 178, 197 
29824, 185, 200 
29825, 190, 201 
29826, 193, 201 
29827, 198, 200 
29828, 202, 200 
29829, 202, 197 
29830, 199, 180 
29831, 197, 125 
29832, 174, 110 
29833, 116, 119 
29834, 103, 125 
29835, 113, 129 
29836, 119, 129 
29837, 121, 132 
29838, 122, 132 
29839, 124, 130 
29840, 126, 129 
29841, 127, 130 
29842, 127, 129 
29843, 126, 126 
29844, 125, 130 
29845, 129, 134 
29846, 130, 131 
29847, 128, 130 
29848, 129, 130 
29849, 129, 130 
29850, 128, 129 
29851, 125, 130 
29852, 127, 129 
29853, 126, 127 
29854, 126, 129 
29855, 126, 129 
29856, 127, 126 
29857, 123, 125 
29858, 123, 125 
29859, 125, 126 
29860, 125, 125 
29861, 124, 126 
29862, 125, 128 
29863, 126, 127 
29864, 126, 128 
29865, 126, 129 
29866, 126, 128 
29867, 126, 128 
29868, 125, 128 
29869, 125, 129 
29870, 123, 128 
29871, 122, 124 
29872, 121, 120 
29873, 117, 115 
29874, 115, 114 
29875, 111, 111 
29876, 108, 106 
29877, 103, 105 
29878, 96, 97 
29879, 89, 90 
29880, 84, 86 
29881, 72, 70 
29882, 65, 54 
29883, 65, 53 
29884, 71, 58 
29885, 72, 69 
29886, 72, 74 
29887, 73, 74 
29888, 70, 72 
29889, 62, 67 
29890, 54, 62 
29891, 49, 58 
29892, 51, 58 
29893, 52, 54 
29894, 53, 50 
29895, 53, 50 
29896, 53, 52 
29897, 56, 53 
29898, 56, 55 
29899, 55, 50 
29900, 57, 48 
29901, 66, 53 
29902, 77, 54 
29903, 86, 58 
29904, 97, 64 
29905, 101, 69 
29906, 105, 68 
29907, 103, 73 
29908, 102, 81 
29909, 102, 83 
29910, 112, 86 
29911, 117, 88 
29912, 117, 89 
29913, 118, 82 
29914, 117, 74 
29915, 111, 68 
29916, 111, 65 
29917, 109, 67 
29918, 105, 62 
29919, 97, 59 
29920, 91, 58 
29921, 80, 61 
29922, 69, 71 
29923, 60, 80 
29924, 56, 89 
29925, 60, 92 
29926, 67, 96 
29927, 76, 106 
29928, 87, 118 
29929, 98, 126 
29930, 109, 132 
29931, 120, 132 
29932, 128, 132 
29933, 131, 134 
29934, 130, 135 
29935, 131, 133 
29936, 132, 131 
29937, 132, 132 
29938, 132, 133 
29939, 133, 133 
29940, 131, 132 
29941, 132, 132 
29942, 131, 128 
29943, 130, 129 
29944, 127, 132 
29945, 129, 131 
29946, 131, 130 
29947, 132, 132 
29948, 133, 132 
29949, 133, 131 
29950, 132, 133 
29952, 132, 131 
29953, 132, 130 
29954, 131, 130 
29955, 128, 130 
29956, 128, 130 
29957, 129, 131 
29958, 129, 132 
29959, 130, 130 
29960, 129, 130 
29961, 128, 129 
29962, 128, 128 
29963, 128, 126 
29964, 128, 126 
29965, 127, 127 
29966, 127, 126 
29967, 124, 124 
29968, 125, 122 
29969, 123, 121 
29970, 121, 121 
29971, 120, 120 
29972, 120, 117 
29973, 120, 126 
29974, 135, 172 
29975, 175, 184 
29976, 186, 176 
29977, 181, 169 
29978, 171, 173 
29979, 175, 177 
29980, 178, 179 
29981, 177, 179 
29982, 180, 177 
29983, 181, 185 
29984, 178, 184 
29985, 180, 180 
29986, 178, 179 
29987, 179, 181 
29988, 175, 179 
29989, 180, 182 
29990, 181, 183 
29991, 183, 186 
29992, 186, 180 
29993, 186, 184 
29994, 186, 175 
29995, 182, 181 
29996, 179, 177 
29997, 181, 179 
29998, 177, 159 
29999, 167, 143 
30000, 144, 173 
30001, 142, 197 
30002, 184, 198 
30003, 196, 199 
30004, 195, 198 
30005, 196, 192 
30006, 191, 185 
30007, 183, 184 
30008, 186, 192 
30009, 192, 183 
30010, 191, 179 
30011, 173, 184 
30012, 175, 175 
30013, 181, 173 
30014, 179, 180 
30015, 180, 189 
30016, 185, 188 
30017, 185, 181 
30018, 176, 175 
30019, 173, 174 
30020, 178, 186 
30021, 187, 186 
30022, 184, 173 
30023, 179, 158 
30024, 159, 166 
30025, 154, 174 
30026, 163, 168 
30027, 176, 171 
30028, 178, 169 
30029, 173, 170 
30030, 166, 165 
30031, 164, 164 
30032, 171, 168 
30033, 176, 161 
30034, 162, 148 
30035, 155, 145 
30036, 153, 145 
30037, 151, 133 
30038, 129, 91 
30039, 90, 68 
30040, 86, 66 
30041, 70, 88 
30042, 89, 80 
30043, 88, 69 
30044, 65, 57 
30045, 58, 58 
30046, 60, 62 
30047, 51, 86 
30048, 49, 108 
30049, 56, 119 
30050, 84, 94 
30051, 98, 75 
30052, 88, 57 
30053, 77, 51 
30054, 74, 54 
30055, 70, 56 
30056, 55, 50 
30057, 50, 48 
30058, 47, 49 
30059, 47, 47 
30060, 50, 44 
30061, 47, 38 
30062, 56, 38 
30063, 49, 34 
30064, 37, 34 
30065, 35, 41 
30066, 32, 82 
30067, 35, 134 
30068, 69, 142 
30069, 126, 123 
30070, 147, 119 
30071, 118, 151 
30072, 103, 179 
30073, 141, 175 
30074, 180, 171 
30075, 178, 177 
30076, 171, 183 
30077, 174, 189 
30078, 180, 197 
30079, 189, 202 
30080, 197, 198 
30081, 200, 195 
30082, 201, 196 
30083, 201, 197 
30084, 200, 200 
30085, 200, 178 
30086, 197, 126 
30087, 180, 114 
30088, 125, 123 
30089, 110, 128 
30090, 119, 132 
30091, 125, 133 
30092, 129, 137 
30093, 129, 135 
30094, 132, 137 
30095, 132, 137 
30096, 130, 134 
30097, 129, 135 
30098, 130, 134 
30099, 129, 133 
30100, 126, 133 
30101, 130, 133 
30102, 134, 133 
30103, 131, 133 
30104, 130, 133 
30105, 130, 130 
30106, 130, 130 
30107, 129, 131 
30108, 130, 131 
30109, 129, 128 
30110, 127, 128 
30111, 129, 128 
30112, 129, 128 
30113, 126, 129 
30114, 125, 128 
30115, 125, 128 
30116, 126, 127 
30117, 125, 125 
30118, 126, 129 
30119, 128, 128 
30120, 127, 130 
30121, 128, 128 
30122, 129, 128 
30123, 128, 129 
30124, 128, 130 
30125, 128, 132 
30126, 129, 131 
30127, 128, 127 
30128, 124, 125 
30129, 120, 120 
30130, 115, 117 
30131, 114, 113 
30132, 111, 107 
30133, 106, 106 
30134, 105, 102 
30135, 97, 95 
30136, 90, 90 
30137, 86, 81 
30138, 70, 64 
30139, 54, 51 
30140, 53, 47 
30141, 58, 53 
30142, 69, 64 
30143, 74, 73 
30144, 74, 82 
30145, 72, 75 
30146, 67, 73 
30147, 62, 76 
30148, 58, 76 
30149, 58, 71 
30150, 54, 68 
30151, 50, 61 
30152, 50, 61 
30153, 52, 60 
30154, 53, 60 
30155, 55, 57 
30156, 50, 49 
30157, 48, 48 
30158, 53, 46 
30159, 54, 44 
30160, 58, 43 
30161, 64, 41 
30162, 69, 41 
30163, 68, 45 
30164, 73, 48 
30165, 81, 49 
30166, 83, 49 
30167, 86, 48 
30168, 88, 50 
30169, 89, 52 
30170, 82, 51 
30171, 74, 52 
30172, 68, 55 
30173, 65, 62 
30174, 67, 68 
30175, 62, 78 
30176, 59, 84 
30177, 58, 88 
30178, 61, 94 
30179, 71, 98 
30180, 80, 103 
30181, 89, 113 
30182, 92, 122 
30183, 96, 128 
30184, 106, 131 
30185, 118, 133 
30186, 126, 134 
30187, 132, 135 
30188, 132, 136 
30189, 132, 136 
30190, 134, 135 
30191, 135, 135 
30192, 133, 135 
30193, 131, 136 
30194, 132, 135 
30195, 133, 136 
30196, 133, 135 
30197, 132, 133 
30198, 132, 132 
30199, 128, 132 
30200, 129, 135 
30201, 132, 134 
30202, 131, 131 
30203, 130, 130 
30204, 132, 129 
30205, 132, 131 
30206, 131, 132 
30208, 131, 132 
30209, 131, 132 
30210, 130, 131 
30211, 130, 130 
30212, 130, 130 
30213, 130, 131 
30214, 131, 131 
30215, 132, 131 
30216, 130, 131 
30217, 130, 130 
30218, 129, 130 
30219, 128, 127 
30220, 126, 127 
30221, 126, 126 
30222, 127, 126 
30223, 126, 124 
30224, 124, 124 
30225, 122, 124 
30226, 121, 122 
30227, 121, 119 
30228, 120, 118 
30229, 117, 123 
30230, 126, 166 
30231, 172, 186 
30232, 184, 177 
30233, 176, 172 
30234, 169, 173 
30235, 173, 177 
30236, 177, 174 
30237, 179, 175 
30238, 179, 184 
30239, 177, 188 
30240, 185, 183 
30241, 184, 180 
30242, 180, 176 
30243, 179, 183 
30244, 181, 181 
30245, 179, 182 
30246, 182, 188 
30247, 183, 184 
30248, 186, 186 
30249, 180, 184 
30250, 184, 182 
30251, 175, 178 
30252, 181, 178 
30253, 177, 168 
30254, 179, 149 
30255, 159, 163 
30256, 143, 190 
30257, 173, 193 
30258, 197, 197 
30259, 198, 199 
30260, 199, 198 
30261, 198, 191 
30262, 192, 188 
30263, 185, 190 
30264, 184, 178 
30265, 192, 176 
30266, 183, 189 
30267, 179, 186 
30268, 184, 179 
30269, 175, 175 
30270, 173, 185 
30271, 180, 187 
30272, 189, 185 
30273, 188, 186 
30274, 181, 180 
30275, 175, 180 
30276, 174, 177 
30277, 186, 180 
30278, 186, 164 
30279, 173, 160 
30280, 158, 176 
30281, 166, 182 
30282, 174, 170 
30283, 168, 162 
30284, 171, 167 
30285, 169, 169 
30286, 170, 170 
30287, 165, 167 
30288, 164, 160 
30289, 168, 154 
30290, 161, 143 
30291, 148, 137 
30292, 145, 129 
30293, 145, 117 
30294, 133, 107 
30295, 91, 101 
30296, 68, 98 
30297, 66, 110 
30298, 88, 93 
30299, 80, 73 
30300, 69, 61 
30301, 57, 73 
30302, 58, 103 
30303, 62, 123 
30304, 86, 112 
30305, 108, 81 
30306, 119, 57 
30307, 94, 46 
30308, 75, 44 
30309, 57, 50 
30310, 51, 53 
30311, 54, 62 
30312, 56, 55 
30313, 50, 50 
30314, 48, 49 
30315, 49, 44 
30316, 47, 42 
30317, 44, 38 
30318, 38, 34 
30319, 38, 31 
30320, 34, 43 
30321, 34, 93 
30322, 41, 142 
30323, 82, 140 
30324, 134, 120 
30325, 142, 124 
30326, 123, 157 
30327, 119, 174 
30328, 151, 168 
30329, 179, 168 
30330, 175, 176 
30331, 171, 184 
30332, 177, 193 
30333, 183, 197 
30334, 189, 197 
30335, 197, 195 
30336, 202, 190 
30337, 198, 190 
30338, 195, 192 
30339, 196, 198 
30340, 197, 174 
30341, 200, 122 
30342, 178, 110 
30343, 126, 121 
30344, 114, 126 
30345, 123, 131 
30346, 128, 137 
30347, 132, 139 
30348, 133, 143 
30349, 137, 142 
30350, 135, 141 
