INDEX,chaos_ECB_dataA, chaos_ECB_dataB 
29120, 200, 135 
29121, 125, 160 
29122, 68, 217 
29123, 145, 124 
29124, 23, 141 
29125, 209, 221 
29126, 203, 251 
29127, 17, 63 
29128, 63, 218 
29129, 88, 22 
29130, 156, 27 
29131, 1, 67 
29132, 216, 54 
29133, 208, 209 
29134, 134, 51 
29135, 228, 149 
29136, 59, 22 
29137, 197, 69 
29138, 248, 123 
29139, 90, 0 
29140, 71, 44 
29141, 192, 154 
29142, 159, 214 
29143, 146, 95 
29144, 122, 61 
29145, 76, 116 
29146, 198, 156 
29147, 207, 231 
29148, 112, 89 
29149, 157, 168 
29150, 110, 90 
29151, 20, 61 
29152, 119, 136 
29153, 218, 42 
29154, 53, 203 
29155, 98, 109 
29156, 170, 28 
29157, 234, 113 
29158, 130, 246 
29159, 72, 0 
29160, 46, 127 
29161, 177, 197 
29162, 61, 73 
29163, 195, 125 
29164, 43, 146 
29165, 87, 146 
29166, 36, 71 
29167, 233, 101 
29168, 17, 165 
29169, 1, 24 
29170, 190, 221 
29171, 120, 161 
29172, 176, 251 
29173, 213, 30 
29174, 4, 39 
29175, 31, 159 
29176, 163, 63 
29177, 41, 121 
29178, 48, 229 
29179, 47, 129 
29180, 12, 170 
29181, 223, 186 
29182, 74, 234 
29184, 173, 54 
29185, 79, 178 
29186, 141, 138 
29187, 229, 178 
29188, 65, 211 
29189, 74, 151 
29190, 41, 196 
29191, 4, 71 
29192, 36, 233 
29193, 159, 215 
29194, 229, 64 
29195, 254, 199 
29196, 207, 163 
29197, 118, 76 
29198, 46, 197 
29199, 68, 150 
29200, 98, 124 
29201, 97, 180 
29202, 142, 84 
29203, 149, 70 
29204, 208, 71 
29205, 73, 138 
29206, 164, 76 
29207, 98, 99 
29208, 252, 64 
29209, 250, 240 
29210, 22, 74 
29211, 255, 115 
29212, 126, 29 
29213, 129, 62 
29214, 219, 211 
29215, 30, 85 
29216, 131, 39 
29217, 211, 4 
29218, 181, 53 
29219, 3, 132 
29220, 69, 188 
29221, 143, 28 
29222, 110, 169 
29223, 246, 113 
29224, 199, 122 
29225, 215, 38 
29226, 111, 136 
29227, 129, 237 
29228, 148, 166 
29229, 116, 222 
29230, 72, 249 
29231, 66, 66 
29232, 72, 215 
29233, 17, 117 
29234, 58, 6 
29235, 233, 104 
29236, 175, 97 
29237, 169, 221 
29238, 45, 40 
29239, 92, 222 
29240, 62, 247 
29241, 208, 198 
29242, 79, 13 
29243, 123, 61 
29244, 104, 73 
29245, 219, 37 
29246, 212, 227 
29247, 130, 77 
29248, 233, 153 
29249, 176, 232 
29250, 158, 231 
29251, 177, 67 
29252, 48, 150 
29253, 72, 114 
29254, 203, 176 
29255, 211, 155 
29256, 148, 226 
29257, 8, 184 
29258, 235, 10 
29259, 104, 31 
29260, 29, 171 
29261, 114, 192 
29262, 107, 0 
29263, 104, 18 
29264, 148, 147 
29265, 237, 190 
29266, 161, 3 
29267, 134, 144 
29268, 69, 67 
29269, 67, 3 
29270, 8, 143 
29271, 127, 134 
29272, 32, 141 
29273, 247, 140 
29274, 234, 223 
29275, 237, 196 
29276, 248, 102 
29277, 133, 156 
29278, 245, 104 
29279, 193, 75 
29280, 14, 169 
29281, 232, 251 
29282, 120, 88 
29283, 221, 133 
29284, 244, 121 
29285, 206, 170 
29286, 61, 33 
29287, 152, 165 
29288, 41, 235 
29289, 18, 115 
29290, 248, 108 
29291, 121, 220 
29292, 144, 164 
29293, 233, 79 
29294, 233, 38 
29295, 76, 245 
29296, 93, 29 
29297, 41, 19 
29298, 59, 239 
29299, 59, 247 
29300, 62, 19 
29301, 16, 128 
29302, 171, 154 
29303, 39, 185 
29304, 135, 205 
29305, 42, 79 
29306, 208, 14 
29307, 219, 17 
29308, 3, 128 
29309, 195, 80 
29310, 252, 157 
29311, 84, 45 
29312, 76, 85 
29313, 1, 89 
29314, 201, 45 
29315, 108, 63 
29316, 226, 67 
29317, 65, 21 
29318, 213, 78 
29319, 111, 36 
29320, 23, 178 
29321, 89, 4 
29322, 244, 97 
29323, 131, 88 
29324, 65, 22 
29325, 188, 223 
29326, 152, 181 
29327, 187, 105 
29328, 253, 45 
29329, 99, 139 
29330, 92, 49 
29331, 59, 235 
29332, 70, 204 
29333, 7, 147 
29334, 9, 98 
29335, 187, 90 
29336, 58, 240 
29337, 77, 47 
29338, 236, 180 
29339, 94, 30 
29340, 192, 155 
29341, 35, 78 
29342, 148, 17 
29343, 152, 142 
29344, 189, 181 
29345, 42, 233 
29346, 206, 157 
29347, 47, 123 
29348, 15, 227 
29349, 108, 63 
29350, 118, 38 
29351, 78, 69 
29352, 226, 84 
29353, 182, 34 
29354, 152, 244 
29355, 158, 254 
29356, 137, 213 
29357, 82, 111 
29358, 230, 136 
29359, 112, 164 
29360, 93, 26 
29361, 193, 7 
29362, 209, 159 
29363, 235, 144 
29364, 16, 89 
29365, 162, 103 
29366, 58, 203 
29367, 42, 205 
29368, 48, 229 
29369, 216, 84 
29370, 56, 57 
29371, 92, 232 
29372, 160, 63 
29373, 231, 193 
29374, 205, 75 
29375, 12, 140 
29376, 82, 57 
29377, 135, 155 
29378, 160, 86 
29379, 217, 151 
29380, 124, 170 
29381, 141, 168 
29382, 221, 144 
29383, 251, 248 
29384, 63, 86 
29385, 218, 44 
29386, 22, 217 
29387, 27, 123 
29388, 67, 250 
29389, 54, 25 
29390, 209, 63 
29391, 51, 2 
29392, 149, 235 
29393, 22, 117 
29394, 69, 112 
29395, 123, 151 
29396, 0, 91 
29397, 44, 123 
29398, 154, 64 
29399, 214, 246 
29400, 95, 116 
29401, 61, 165 
29402, 116, 169 
29403, 156, 20 
29404, 231, 203 
29405, 89, 183 
29406, 168, 82 
29407, 90, 168 
29408, 61, 162 
29409, 136, 197 
29410, 42, 81 
29411, 203, 156 
29412, 109, 93 
29413, 28, 115 
29414, 113, 130 
29415, 246, 162 
29416, 0, 210 
29417, 127, 56 
29418, 197, 42 
29419, 73, 69 
29420, 125, 196 
29421, 146, 215 
29422, 146, 219 
29423, 71, 1 
29424, 101, 128 
29425, 165, 110 
29426, 24, 25 
29427, 221, 111 
29428, 161, 49 
29429, 251, 60 
29430, 30, 213 
29431, 39, 86 
29432, 159, 75 
29433, 63, 227 
29434, 121, 64 
29435, 229, 125 
29436, 129, 220 
29437, 170, 124 
29438, 186, 88 
29440, 180, 67 
29441, 54, 212 
29442, 178, 15 
29443, 138, 37 
29444, 178, 58 
29445, 211, 119 
29446, 151, 194 
29447, 196, 211 
29448, 71, 176 
29449, 233, 15 
29450, 215, 141 
29451, 64, 164 
29452, 199, 88 
29453, 163, 154 
29454, 76, 98 
29455, 197, 211 
29456, 150, 213 
29457, 124, 85 
29458, 180, 13 
29459, 84, 104 
29460, 70, 129 
29461, 71, 177 
29462, 138, 139 
29463, 76, 216 
29464, 99, 167 
29465, 64, 146 
29466, 240, 50 
29467, 74, 101 
29468, 115, 93 
29469, 29, 102 
29470, 62, 83 
29471, 211, 114 
29472, 85, 210 
29473, 39, 3 
29474, 4, 112 
29475, 53, 127 
29476, 132, 123 
29477, 188, 117 
29478, 28, 74 
29479, 169, 21 
29480, 113, 3 
29481, 122, 27 
29482, 38, 156 
29483, 136, 254 
29484, 237, 5 
29485, 166, 41 
29486, 222, 219 
29487, 249, 3 
29488, 66, 143 
29489, 215, 29 
29490, 117, 38 
29491, 6, 242 
29492, 104, 34 
29493, 97, 4 
29494, 221, 110 
29495, 40, 101 
29496, 222, 91 
29497, 247, 205 
29498, 198, 40 
29499, 13, 31 
29500, 61, 59 
29501, 73, 38 
29502, 37, 92 
29503, 227, 64 
29504, 77, 237 
29505, 153, 47 
29506, 232, 121 
29507, 231, 157 
29508, 67, 245 
29509, 150, 200 
29510, 114, 219 
29511, 176, 13 
29512, 155, 59 
29513, 226, 51 
29514, 184, 68 
29515, 10, 40 
29516, 31, 148 
29517, 171, 176 
29518, 192, 62 
29519, 0, 84 
29520, 18, 194 
29521, 147, 70 
29522, 190, 12 
29523, 3, 112 
29524, 144, 52 
29525, 67, 209 
29526, 3, 136 
29527, 143, 152 
29528, 134, 24 
29529, 141, 112 
29530, 140, 242 
29531, 223, 162 
29532, 196, 46 
29533, 102, 240 
29534, 156, 226 
29535, 104, 212 
29536, 75, 113 
29537, 169, 118 
29538, 251, 60 
29539, 88, 79 
29540, 133, 217 
29541, 121, 43 
29542, 170, 26 
29543, 33, 7 
29544, 165, 82 
29545, 235, 199 
29546, 115, 38 
29547, 108, 215 
29548, 220, 115 
29549, 164, 191 
29550, 79, 125 
29551, 38, 218 
29552, 245, 197 
29553, 29, 6 
29554, 19, 60 
29555, 239, 119 
29556, 247, 188 
29557, 19, 183 
29558, 128, 67 
29559, 154, 102 
29560, 185, 196 
29561, 205, 8 
29562, 79, 131 
29563, 14, 5 
29564, 17, 127 
29565, 128, 67 
29566, 80, 131 
29567, 157, 66 
29568, 45, 141 
29569, 85, 244 
29570, 89, 200 
29571, 45, 179 
29572, 63, 224 
29573, 67, 1 
29574, 21, 162 
29575, 78, 132 
29576, 36, 140 
29577, 178, 241 
29578, 4, 224 
29579, 97, 51 
29580, 88, 188 
29581, 22, 111 
29582, 223, 219 
29583, 181, 158 
29584, 105, 11 
29585, 45, 71 
29586, 139, 82 
29587, 49, 239 
29588, 235, 46 
29589, 204, 227 
29590, 147, 129 
29591, 98, 198 
29592, 90, 240 
29593, 240, 217 
29594, 47, 169 
29595, 180, 160 
29596, 30, 200 
29597, 155, 118 
29598, 78, 30 
29599, 17, 8 
29600, 142, 220 
29601, 181, 79 
29602, 233, 47 
29603, 157, 224 
29604, 123, 15 
29605, 227, 106 
29606, 63, 78 
29607, 38, 230 
29608, 69, 149 
29609, 84, 220 
29610, 34, 195 
29611, 244, 176 
29612, 254, 51 
29613, 213, 181 
29614, 111, 229 
29615, 136, 94 
29616, 164, 106 
29617, 26, 89 
29618, 7, 52 
29619, 159, 37 
29620, 144, 244 
29621, 89, 7 
29622, 103, 239 
29623, 203, 16 
29624, 205, 165 
29625, 229, 57 
29626, 84, 129 
29627, 57, 91 
29628, 232, 60 
29629, 63, 185 
29630, 193, 171 
29631, 75, 208 
29632, 140, 240 
29633, 57, 133 
29634, 155, 58 
29635, 86, 194 
29636, 151, 19 
29637, 170, 158 
29638, 168, 161 
29639, 144, 193 
29640, 248, 254 
29641, 86, 153 
29642, 44, 135 
29643, 217, 190 
29644, 123, 9 
29645, 250, 148 
29646, 25, 62 
29647, 63, 247 
29648, 2, 191 
29649, 235, 176 
29650, 117, 252 
29651, 112, 78 
29652, 151, 20 
29653, 91, 224 
29654, 123, 254 
29655, 64, 99 
29656, 246, 152 
29657, 116, 203 
29658, 165, 167 
29659, 169, 119 
29660, 20, 190 
29661, 203, 181 
29662, 183, 140 
29663, 82, 52 
29664, 168, 192 
29665, 162, 180 
29666, 197, 72 
29667, 81, 235 
29668, 156, 174 
29669, 93, 203 
29670, 115, 119 
29671, 130, 209 
29672, 162, 88 
29673, 210, 96 
29674, 56, 78 
29675, 42, 186 
29676, 69, 2 
29677, 196, 77 
29678, 215, 87 
29679, 219, 146 
29680, 1, 196 
29681, 128, 40 
29682, 110, 77 
29683, 25, 130 
29684, 111, 81 
29685, 49, 136 
29686, 60, 155 
29687, 213, 88 
29688, 86, 170 
29689, 75, 190 
29690, 227, 16 
29691, 64, 220 
29692, 125, 217 
29693, 220, 95 
29694, 124, 11 
29696, 185, 138 
29697, 67, 154 
29698, 212, 237 
29699, 15, 223 
29700, 37, 75 
29701, 58, 10 
29702, 119, 250 
29703, 194, 107 
29704, 211, 72 
29705, 176, 253 
29706, 15, 11 
29707, 141, 94 
29708, 164, 47 
29709, 88, 158 
29710, 154, 195 
29711, 98, 153 
29712, 211, 9 
29713, 213, 221 
29714, 85, 27 
29715, 13, 34 
29716, 104, 190 
29717, 129, 59 
29718, 177, 104 
29719, 139, 182 
29720, 216, 252 
29721, 167, 217 
29722, 146, 40 
29723, 50, 66 
29724, 101, 153 
29725, 93, 245 
29726, 102, 175 
29727, 83, 111 
29728, 114, 187 
29729, 210, 138 
29730, 3, 171 
29731, 112, 222 
29732, 127, 245 
29733, 123, 151 
29734, 117, 200 
29735, 74, 250 
29736, 21, 164 
29737, 3, 23 
29738, 27, 190 
29739, 156, 239 
29740, 254, 181 
29741, 5, 85 
29742, 41, 40 
29743, 219, 35 
29744, 3, 139 
29745, 143, 194 
29746, 29, 86 
29747, 38, 135 
29748, 242, 205 
29749, 34, 236 
29750, 4, 24 
29751, 110, 176 
29752, 101, 118 
29753, 91, 144 
29754, 205, 89 
29755, 40, 12 
29756, 31, 66 
29757, 59, 164 
29758, 38, 25 
29759, 92, 78 
29760, 64, 142 
29761, 237, 111 
29762, 47, 53 
29763, 121, 33 
29764, 157, 72 
29765, 245, 199 
29766, 200, 238 
29767, 219, 20 
29768, 13, 203 
29769, 59, 191 
29770, 51, 83 
29771, 68, 75 
29772, 40, 48 
29773, 148, 43 
29774, 176, 34 
29775, 62, 93 
29776, 84, 71 
29777, 194, 222 
29778, 70, 240 
29779, 12, 154 
29780, 112, 179 
29781, 52, 40 
29782, 209, 22 
29783, 136, 42 
29784, 152, 229 
29785, 24, 84 
29786, 112, 104 
29787, 242, 121 
29788, 162, 251 
29789, 46, 235 
29790, 240, 58 
29791, 226, 63 
29792, 212, 9 
29793, 113, 182 
29794, 118, 191 
29795, 60, 144 
29796, 79, 50 
29797, 217, 220 
29798, 43, 37 
29799, 26, 98 
29800, 7, 155 
29801, 82, 201 
29802, 199, 228 
29803, 38, 129 
29804, 215, 174 
29805, 115, 19 
29806, 191, 177 
29807, 125, 97 
29808, 218, 36 
29809, 197, 42 
29810, 6, 202 
29811, 60, 15 
29812, 119, 168 
29813, 188, 105 
29814, 183, 68 
29815, 67, 189 
29816, 102, 161 
29817, 196, 112 
29818, 8, 95 
29819, 131, 103 
29820, 5, 149 
29821, 127, 47 
29822, 67, 223 
29823, 131, 232 
29824, 66, 138 
29825, 141, 197 
29826, 244, 194 
29827, 200, 182 
29828, 179, 214 
29829, 224, 165 
29830, 1, 186 
29831, 162, 171 
29832, 132, 111 
29833, 140, 81 
29834, 241, 8 
29835, 224, 181 
29836, 51, 216 
29837, 188, 106 
29838, 111, 244 
29839, 219, 74 
29840, 158, 202 
29841, 11, 29 
29842, 71, 138 
29843, 82, 253 
29844, 239, 38 
29845, 46, 63 
29846, 227, 23 
29847, 129, 27 
29848, 198, 210 
29849, 240, 216 
29850, 217, 141 
29851, 169, 122 
29852, 160, 241 
29853, 200, 119 
29854, 118, 153 
29855, 30, 208 
29856, 8, 144 
29857, 220, 55 
29858, 79, 246 
29859, 47, 180 
29860, 224, 6 
29861, 15, 124 
29862, 106, 237 
29863, 78, 141 
29864, 230, 152 
29865, 149, 139 
29866, 220, 162 
29867, 195, 116 
29868, 176, 252 
29869, 51, 40 
29870, 181, 99 
29871, 229, 238 
29872, 94, 140 
29873, 106, 139 
29874, 89, 48 
29875, 52, 132 
29876, 37, 253 
29877, 244, 250 
29878, 7, 176 
29879, 239, 96 
29880, 16, 80 
29881, 165, 93 
29882, 57, 153 
29883, 129, 146 
29884, 91, 76 
29885, 60, 50 
29886, 185, 20 
29887, 171, 56 
29888, 208, 43 
29889, 240, 137 
29890, 133, 188 
29891, 58, 100 
29892, 194, 10 
29893, 19, 38 
29894, 158, 140 
29895, 161, 90 
29896, 193, 25 
29897, 254, 37 
29898, 153, 49 
29899, 135, 157 
29900, 190, 88 
29901, 9, 120 
29902, 148, 249 
29903, 62, 197 
29904, 247, 169 
29905, 191, 196 
29906, 176, 226 
29907, 252, 165 
29908, 78, 199 
29909, 20, 179 
29910, 224, 190 
29911, 254, 125 
29912, 99, 173 
29913, 152, 154 
29914, 203, 157 
29915, 167, 63 
29916, 119, 59 
29917, 190, 82 
29918, 181, 107 
29919, 140, 162 
29920, 52, 116 
29921, 192, 232 
29922, 180, 187 
29923, 72, 133 
29924, 235, 183 
29925, 174, 16 
29926, 203, 240 
29927, 119, 221 
29928, 209, 18 
29929, 88, 128 
29930, 96, 209 
29931, 78, 42 
29932, 186, 165 
29933, 2, 119 
29934, 77, 216 
29935, 87, 164 
29936, 146, 10 
29937, 196, 97 
29938, 40, 128 
29939, 77, 187 
29940, 130, 78 
29941, 81, 54 
29942, 136, 209 
29943, 155, 72 
29944, 88, 202 
29945, 170, 67 
29946, 190, 213 
29947, 16, 49 
29948, 220, 120 
29949, 217, 63 
29950, 95, 191 
29952, 61, 233 
29953, 138, 144 
29954, 154, 163 
29955, 237, 38 
29956, 223, 105 
29957, 75, 46 
29958, 10, 195 
29959, 250, 133 
29960, 107, 144 
29961, 72, 195 
29962, 253, 155 
29963, 11, 19 
29964, 94, 164 
29965, 47, 151 
29966, 158, 45 
29967, 195, 230 
29968, 153, 19 
29969, 9, 149 
29970, 221, 113 
29971, 27, 232 
29972, 34, 21 
29973, 190, 168 
29974, 59, 220 
29975, 104, 154 
29976, 182, 227 
29977, 252, 89 
29978, 217, 29 
29979, 40, 142 
29980, 66, 83 
29981, 153, 94 
29982, 245, 172 
29983, 175, 100 
29984, 111, 190 
29985, 187, 170 
29986, 138, 77 
29987, 171, 203 
29988, 222, 19 
29989, 245, 0 
29990, 151, 136 
29991, 200, 80 
29992, 250, 33 
29993, 164, 202 
29994, 23, 45 
29995, 190, 199 
29996, 239, 16 
29997, 181, 96 
29998, 85, 91 
29999, 40, 237 
30000, 35, 106 
30001, 139, 0 
30002, 194, 208 
30003, 86, 160 
30004, 135, 62 
30005, 205, 96 
30006, 236, 132 
30007, 24, 186 
30008, 176, 164 
30009, 118, 152 
30010, 144, 227 
30011, 89, 111 
30012, 12, 193 
30013, 66, 13 
30014, 164, 83 
30015, 25, 60 
30016, 78, 126 
30017, 142, 3 
30018, 111, 90 
30019, 53, 189 
30020, 33, 96 
30021, 72, 227 
30022, 199, 150 
30023, 238, 142 
30024, 20, 163 
30025, 203, 76 
30026, 191, 103 
30027, 83, 191 
30028, 75, 230 
30029, 48, 251 
30030, 43, 204 
30031, 34, 175 
30032, 93, 67 
30033, 71, 230 
30034, 222, 120 
30035, 240, 81 
30036, 154, 112 
30037, 179, 164 
30038, 40, 148 
30039, 22, 238 
30040, 42, 213 
30041, 229, 111 
30042, 84, 23 
30043, 104, 197 
30044, 121, 107 
30045, 251, 175 
30046, 235, 198 
30047, 58, 231 
30048, 63, 118 
30049, 9, 44 
30050, 182, 68 
30051, 191, 234 
30052, 144, 176 
30053, 50, 213 
30054, 220, 169 
30055, 37, 24 
30056, 98, 194 
30057, 155, 32 
30058, 201, 234 
30059, 228, 174 
30060, 129, 73 
30061, 174, 133 
30062, 19, 2 
30063, 177, 191 
30064, 97, 104 
30065, 36, 18 
30066, 42, 56 
30067, 202, 199 
30068, 15, 183 
30069, 168, 23 
30070, 105, 232 
30071, 68, 210 
30072, 189, 140 
30073, 161, 91 
30074, 112, 90 
30075, 95, 135 
30076, 103, 80 
30077, 149, 202 
30078, 47, 17 
30079, 223, 78 
30080, 232, 179 
30081, 138, 76 
30082, 197, 191 
30083, 194, 143 
30084, 182, 188 
30085, 214, 128 
30086, 165, 176 
30087, 186, 221 
30088, 171, 16 
30089, 111, 203 
30090, 81, 208 
30091, 8, 231 
30092, 181, 170 
30093, 216, 73 
30094, 106, 185 
30095, 244, 52 
30096, 74, 49 
30097, 202, 117 
30098, 29, 54 
30099, 138, 26 
30100, 253, 244 
30101, 38, 147 
30102, 63, 105 
30103, 23, 157 
30104, 27, 7 
30105, 210, 12 
30106, 216, 239 
30107, 141, 68 
30108, 122, 94 
30109, 241, 48 
30110, 119, 164 
30111, 153, 82 
30112, 208, 16 
30113, 144, 133 
30114, 55, 94 
30115, 246, 239 
30116, 180, 216 
30117, 6, 194 
30118, 124, 219 
30119, 237, 142 
30120, 141, 71 
30121, 152, 191 
30122, 139, 182 
30123, 162, 36 
30124, 116, 133 
30125, 252, 45 
30126, 40, 114 
30127, 99, 167 
30128, 238, 175 
30129, 140, 101 
30130, 139, 155 
30131, 48, 114 
30132, 132, 160 
30133, 253, 12 
30134, 250, 75 
30135, 176, 170 
30136, 96, 83 
30137, 80, 50 
30138, 93, 26 
30139, 153, 121 
30140, 146, 44 
30141, 76, 16 
30142, 50, 49 
30143, 20, 136 
30144, 56, 21 
30145, 43, 213 
30146, 137, 134 
30147, 188, 253 
30148, 100, 137 
30149, 10, 50 
30150, 38, 71 
30151, 140, 236 
30152, 90, 183 
30153, 25, 69 
30154, 37, 90 
30155, 49, 59 
30156, 157, 177 
30157, 88, 138 
30158, 120, 79 
30159, 249, 11 
30160, 197, 140 
30161, 169, 30 
30162, 196, 126 
30163, 226, 86 
30164, 165, 152 
30165, 199, 40 
30166, 179, 225 
30167, 190, 224 
30168, 125, 249 
30169, 173, 102 
30170, 154, 226 
30171, 157, 195 
30172, 63, 145 
30173, 59, 230 
30174, 82, 70 
30175, 107, 218 
30176, 162, 68 
30177, 116, 240 
30178, 232, 181 
30179, 187, 95 
30180, 133, 255 
30181, 183, 62 
30182, 16, 2 
30183, 240, 232 
30184, 221, 175 
30185, 18, 111 
30186, 128, 20 
30187, 209, 232 
30188, 42, 181 
30189, 165, 63 
30190, 119, 68 
30191, 216, 55 
30192, 164, 21 
30193, 10, 147 
30194, 97, 203 
30195, 128, 232 
30196, 187, 73 
30197, 78, 39 
30198, 54, 40 
30199, 209, 1 
30200, 72, 170 
30201, 202, 105 
30202, 67, 199 
30203, 213, 81 
30204, 49, 126 
30205, 120, 201 
30206, 63, 167 
30208, 158, 100 
30209, 233, 188 
30210, 144, 164 
30211, 163, 192 
30212, 38, 138 
30213, 105, 173 
30214, 46, 74 
30215, 195, 67 
30216, 133, 46 
30217, 144, 53 
30218, 195, 247 
30219, 155, 123 
30220, 19, 22 
30221, 164, 46 
30222, 151, 203 
30223, 45, 148 
30224, 230, 44 
30225, 19, 97 
30226, 149, 26 
30227, 113, 133 
30228, 232, 33 
30229, 21, 24 
30230, 168, 29 
30231, 220, 146 
30232, 154, 6 
30233, 227, 33 
30234, 89, 216 
30235, 29, 52 
30236, 142, 201 
30237, 83, 27 
30238, 94, 140 
30239, 172, 170 
30240, 100, 155 
30241, 190, 55 
30242, 170, 64 
30243, 77, 34 
30244, 203, 68 
30245, 19, 105 
30246, 0, 231 
30247, 136, 106 
30248, 80, 181 
30249, 33, 45 
30250, 202, 148 
30251, 45, 251 
30252, 199, 250 
30253, 16, 53 
30254, 96, 175 
30255, 91, 183 
30256, 237, 177 
30257, 106, 6 
30258, 0, 230 
30259, 208, 7 
30260, 160, 63 
30261, 62, 73 
30262, 96, 54 
30263, 132, 218 
30264, 186, 155 
30265, 164, 167 
30266, 152, 83 
30267, 227, 135 
30268, 111, 236 
30269, 193, 76 
30270, 13, 244 
30271, 83, 161 
30272, 60, 0 
30273, 126, 168 
30274, 3, 4 
30275, 90, 84 
30276, 189, 134 
30277, 96, 28 
30278, 227, 83 
30279, 150, 122 
30280, 142, 153 
30281, 163, 170 
30282, 76, 133 
30283, 103, 112 
30284, 191, 154 
30285, 230, 56 
30286, 251, 35 
30287, 204, 222 
30288, 175, 135 
30289, 67, 89 
30290, 230, 126 
30291, 120, 238 
30292, 81, 53 
30293, 112, 122 
30294, 164, 246 
30295, 148, 161 
30296, 238, 98 
30297, 213, 247 
30298, 111, 53 
30299, 23, 217 
30300, 197, 138 
30301, 107, 54 
30302, 175, 12 
30303, 198, 108 
30304, 231, 91 
30305, 118, 77 
30306, 44, 118 
30307, 68, 62 
30308, 234, 23 
30309, 176, 2 
30310, 213, 136 
30311, 169, 98 
30312, 24, 108 
30313, 194, 214 
30314, 32, 175 
30315, 234, 17 
30316, 174, 121 
30317, 73, 197 
30318, 133, 13 
30319, 2, 121 
30320, 191, 142 
30321, 104, 132 
30322, 18, 180 
30323, 56, 66 
30324, 199, 5 
30325, 183, 90 
30326, 23, 204 
30327, 232, 202 
30328, 210, 88 
30329, 140, 195 
30330, 91, 110 
30331, 90, 180 
30332, 135, 17 
30333, 80, 46 
30334, 202, 129 
30335, 17, 232 
30336, 78, 109 
30337, 179, 121 
30338, 76, 125 
30339, 191, 73 
30340, 143, 14 
30341, 188, 50 
30342, 128, 57 
30343, 176, 19 
30344, 221, 87 
30345, 16, 131 
30346, 203, 191 
30347, 208, 0 
30348, 231, 220 
30349, 170, 74 
30350, 73, 230 
30351, 185, 163 
30352, 52, 178 
30353, 49, 230 
30354, 117, 66 
30355, 54, 225 
30356, 26, 209 
30357, 244, 181 
30358, 147, 188 
30359, 105, 155 
30360, 157, 141 
30361, 7, 59 
30362, 12, 72 
30363, 239, 10 
30364, 68, 216 
30365, 94, 155 
30366, 48, 206 
30367, 164, 213 
30368, 82, 9 
30369, 16, 21 
30370, 133, 146 
30371, 94, 4 
30372, 239, 249 
30373, 216, 70 
30374, 194, 168 
30375, 219, 139 
30376, 142, 68 
30377, 71, 139 
30378, 191, 240 
30379, 182, 120 
30380, 36, 139 
30381, 133, 232 
30382, 45, 241 
30383, 114, 114 
30384, 167, 132 
30385, 175, 161 
30386, 101, 63 
30387, 155, 3 
30388, 114, 98 
30389, 160, 196 
30390, 12, 93 
30391, 75, 199 
30392, 170, 235 
30393, 83, 101 
30394, 50, 19 
30395, 26, 193 
30396, 121, 254 
30397, 44, 234 
30398, 16, 251 
30399, 49, 41 
30400, 136, 85 
30401, 21, 65 
30402, 213, 56 
30403, 134, 39 
30404, 253, 220 
30405, 137, 179 
30406, 50, 191 
30407, 71, 76 
30408, 236, 192 
30409, 183, 184 
30410, 69, 236 
30411, 90, 89 
30412, 59, 125 
30413, 177, 34 
30414, 138, 29 
30415, 79, 53 
30416, 11, 133 
30417, 140, 194 
30418, 30, 14 
30419, 126, 49 
30420, 86, 57 
30421, 152, 22 
30422, 40, 112 
30423, 225, 162 
30424, 224, 145 
30425, 249, 3 
30426, 102, 123 
30427, 226, 209 
30428, 195, 85 
30429, 145, 213 
30430, 230, 15 
30431, 70, 63 
30432, 218, 114 
30433, 68, 188 
30434, 240, 46 
30435, 181, 237 
30436, 95, 62 
30437, 255, 177 
30438, 62, 162 
30439, 2, 153 
30440, 232, 85 
30441, 175, 191 
30442, 111, 192 
30443, 20, 134 
30444, 232, 10 
30445, 181, 220 
30446, 63, 14 
30447, 68, 84 
30448, 55, 53 
30449, 21, 221 
30450, 147, 230 
30451, 203, 199 
30452, 232, 236 
30453, 73, 252 
30454, 39, 109 
30455, 40, 124 
30456, 1, 73 
30457, 170, 241 
30458, 105, 95 
30459, 199, 150 
30460, 81, 156 
30461, 126, 139 
30462, 201, 14 
30464, 187, 172 
30465, 100, 226 
30466, 188, 39 
30467, 164, 23 
30468, 192, 79 
30469, 138, 175 
30470, 173, 89 
30471, 74, 169 
30472, 67, 26 
30473, 46, 160 
30474, 53, 111 
30475, 247, 23 
30476, 123, 167 
30477, 22, 17 
30478, 46, 246 
30479, 203, 227 
30480, 148, 149 
30481, 44, 29 
30482, 97, 201 
30483, 26, 21 
30484, 133, 131 
30485, 33, 20 
30486, 24, 49 
30487, 29, 239 
30488, 146, 189 
30489, 6, 189 
30490, 33, 36 
30491, 216, 35 
30492, 52, 15 
30493, 201, 224 
30494, 27, 98 
30495, 140, 23 
30496, 170, 248 
30497, 155, 199 
30498, 55, 19 
30499, 64, 254 
30500, 34, 213 
30501, 68, 124 
30502, 105, 61 
30503, 231, 99 
30504, 106, 217 
30505, 181, 184 
30506, 45, 89 
30507, 148, 92 
30508, 251, 159 
30509, 250, 106 
30510, 53, 6 
30511, 175, 49 
30512, 183, 190 
30513, 177, 248 
30514, 6, 117 
30515, 230, 189 
30516, 7, 230 
30517, 63, 190 
30518, 73, 215 
30519, 54, 217 
30520, 218, 114 
30521, 155, 41 
30522, 167, 252 
